threshold,accuracy,precision,recall,f1_score
0.5,0.9653333333333334,0.9657258064516129,0.9644295302013423,0.9650772330423103
0.5500000000000002,0.9676666666666667,0.9709263015551048,0.963758389261745,0.9673290670259347
