Nx,Ny,Nxy,Mx,My,Mxy,max_stress_fi,tsai_hill_fi,tsai_wu_fi,hashin_fi,hashin_mode,failed,hashin_ply,hashin_surface
75894.65162129917,12748.80268617337,-23879.890837720388,64288.885352359364,24915.985552137114,89246.17959202026,1762.1213665991584,4421022.80966962,1754244.6393435993,3139079.340242477,matrix_tension,True,2,bottom
-122290.48787565717,-136641.149455801,164881.9015017718,172146.3887354977,-17928.989306113,-38269.783257517665,1212.7516032616202,2875111.241286608,1715931.774620039,1620978.4329575812,matrix_tension,True,7,top
-11504.506406104772,-9298.074043603898,6685.503002059694,-4100.7676895862505,-53.22684460817069,-1698.5115461872354,45.641008982171535,3328.3751342243263,1606.4992038656785,2698.1665445634303,matrix_tension,True,8,top
153328.36140365672,9868.145178214583,70149.4511092542,-223341.7974944068,-5307.288813780846,-91859.88053110015,2349.556404201991,9133951.23421961,4421010.278202116,7294855.687435383,matrix_tension,True,8,top
-71729.1362132996,-27291.830771811154,74812.6415106414,-108342.25073698301,2502.037900787114,-39547.86952902227,1315.364547172569,2542820.3625228764,1094700.7326427212,2074558.9414662342,matrix_tension,True,8,top
148198.869119258,79528.77275764203,197655.78695438625,-22834.5931186152,-102854.25395725161,-33084.38255666312,4689.459192798652,22108282.55688265,5344756.709373911,22005642.779026628,matrix_tension,True,1,bottom
24729.222763043264,-151869.31049326924,12673.157418826966,31963.5377967958,352574.0056118066,262853.4048989558,13592.399188229978,194773081.74164897,53360306.57469676,192422899.50612596,matrix_tension,True,8,top
-53318.66452070232,-271514.58150126814,-109594.75502605084,58554.66794172398,223723.82425560852,-135268.01392594076,13882.018950029384,201811678.29610115,55223315.029079154,201617380.08317545,matrix_tension,True,8,top
-357624.2885958923,-27091.501566861163,-176941.8056783639,-88176.48483467232,-146038.42689402215,-15699.134321896709,6975.749419918996,48773070.18660039,11800312.230900837,48776658.114528306,matrix_tension,True,1,bottom
-13526.760071905079,19632.5334264162,-11870.565289487888,-10112.8137776879,16937.09764474018,26785.913191525604,449.73054052044273,357162.18565468997,195851.91861690843,331159.72299613396,matrix_tension,True,8,top
-15189.599414896167,14088.544994050973,71305.63235542357,-40706.05883537679,-10117.26484633007,32063.760596939883,1320.1245352998812,1815138.8729907146,567043.7023369938,1745444.110227848,matrix_tension,True,2,bottom
-9105.00314507061,-3239.236598831557,-33279.884645794824,-5765.087562912223,-6448.012194532199,5619.761947015483,413.180576974064,183924.2595238881,54719.715941364884,183843.50396683282,matrix_tension,True,1,bottom
170272.5626015967,365691.6863475284,56125.53091676516,127019.24064736973,19194.396248284538,30.474345687393388,862.5166529338752,808976.550416773,489243.2401378927,790659.1119149165,matrix_tension,True,7,top
22024.497189466492,-6770.070338723493,145661.34404265633,109488.08501105839,26850.648941995285,-53100.33515764657,2572.659510544828,6748272.532890483,2135290.5613885135,6621282.978415966,matrix_tension,True,7,top
44884.28602050383,-191186.3653584951,204717.6764703836,45157.813113052034,82520.60901675792,-299836.0429619254,11107.346365056112,132901302.36384705,46980516.26110982,125460577.4855947,matrix_tension,True,7,top
